q10,i accomplish a lot of work,,,,,,,,,,,,,3,,,,,,,,,,,,,4,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,5,,,,,,2,,,,,,,4,,,,4,,,,,,,,,,3,,,,,,,2,,,,,,,4,3,5,,,,,,,,,,,,2,3,,,5,3,,,2,,2,,,4,,,,,,,,,,,,,,,,,
q11,i accomplish my work on time,,,,,,5,4,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,2,,,,4,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,4,4,,,5,,,,,,,,,,,,,,,,,4,,,4,,5,,,4,4,,,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4
q12,i acknowledge others accomplishments,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,4,5,,,,,4,,,,,4,,,,,,,5,,,,,,4,,,4,,,,,,,,5,,,4,4,,,,,,,,,,4,4,,,,,,,,,5,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,5,,,,,,5,4,,,,,,,,2,,,4,,
q13,i acquire skills quickly,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,4,4,,4,4,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,3,,,,,,,,,4,,5,4,,,,,,,,,,,,3,4,,,,4,,,,,,,4,,2,4,,,,,,,,3,4,,4,,,,,4,5,,,,,,,,,,,,,,,,,,,
q14,i act according to my conscience,,,4,,,,,,,,3,4,,,,,,,,5,,4,4,,,,,,,,,,,,,4,5,,5,,,4,,,4,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4,,,,,,5,,,,,,4,,,4,,,,,,,,,,,,4,,,,4,,,,,4,,,,,,,
q15,i act according to my own feelings,,,3,,,4,,,,,,,,,,,,4,4,,4,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,4,4,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,4,,,,,,,,,,,,,,4,4,,,,,,,,,,,2,,,,,,4,3,,,,4,,,4,
q16,i act as a leader,,,,,,,,4,4,,,,,,,,,,,,,5,4,,5,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,3,,,,,,3,4,,,,,4,,,,,,,,,3,,1,,,,,,,3,,2,4,,,,,,,,,5,5,,,4,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,5,,,4,,,4,,,,,,,,,,,,,,,,
q17,i act as i please,,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,4,3,,,,,4,,,,,3,,,,,,,1,,,,,,3,,,2,,,,,,,,2,,,4,3,,,,,,,,,,3,3,,,,,,,,,4,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,4,,,,,,3,3,,,,,,,,3,,,2,,
q18,i act as if i am constantly on stage,,,1,,,2,,,,,,,,,,,,3,5,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,2,,,,,,,,,,,,,,3,4,,,,,,,,,,,2,,,,,,3,3,,,,4,,,2,
q19,i act as if i am somebody else and completely identify myself with the part,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,4,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,2,,,2,,,,,,,,,2,,4,,1,,,,,2,,,
q20,i act as if some laws do not apply to me,,,1,,,,,,,,4,3,,,,,,,,2,,4,2,,,,,,,,,,,,,3,1,,1,,,1,,,4,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,,,4,,,2,,,,,,,,,,,,3,,,,4,,,,,1,,,,,,,
q21,i act at the expense of others,,,,,,,,2,2,,,,,,,,,,,,,2,2,,1,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,2,,,,,,3,1,,,,,2,,,,,,,,,2,,2,,,,,,,2,,1,1,,,,,,,,,3,2,,,2,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,
q22,i act before thinking through the consequences,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,4,2,,,,,4,,,,,2,,,,,,,1,,,,,,4,,,4,,,,,,,,3,,,2,4,,,,,,,,,,2,2,,,,,,,,,4,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,4,,,,,,2,3,,,,,,,,3,,,4,,
q23,i act comfortably with others,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,4,,,,,5,,,,,4,,,,,,,4,,4,4,,,,,4,4,,,,,,,,,,,,5,,,,,4,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,2,,,,,,,,,,,,,4,,,5,,,,,,,,4,,4,,,,,3,4,5,,,,,,,,,
q24,i act contrary to reason,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,,,,,4,,,,,2,,,,,,,1,,,,,,3,,,3,,,,,,,,1,,,2,3,,,,,,,,,,2,4,,,,,,,,,2,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,1,,,,,,3,2,,,,,,,,5,,,2,,
q25,i act impulsively when something is bothering me,,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,3,3,,,,,3,,,,,3,,,,,,,1,,,,,,4,,,2,,,,,,,,3,,,3,3,,,,,,,,,,4,2,,,,,,,,,3,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,4,,,,,,3,3,,,,,,,,4,,,4,,
q26,i act in a play,,,,,,,,,,,,,,,,,4,,,,1,,,2,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,2,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,1,,4,,,3,,,,2,,,,1,,,,,,,,,,,,,4,,,3,,,
q27,i act like different people in different situations,,,,,,,,4,4,,,,,,,,,,,,,4,2,,4,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,,,,,,,,2,,4,,,,,,4,2,,,,,1,,,,,,,,,4,,4,,,,,,,3,,4,4,,,,,,,,,4,4,,,2,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,,,,4,,,2,,,4,,,,,,,,,,,,,,,,
q28,i act like people older than me,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,4,,,,,,4,,,,,,,5,,,,4,,,,,,,,,,2,,,,,,,4,,,,,,,4,3,1,,,,,,,,,,,,4,4,,,4,4,,,4,,5,,,3,,,,,,,,,,,,,,,,,
q29,i act like people younger than me,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,,,,,2,,,,,2,,,,,,,2,,1,4,,,,,4,3,,,,,,,,,,,,1,,,,,3,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,3,,,,,,,,,,,,,1,,,1,,,,,,,,2,,2,,,,,2,4,2,,,,,,,,,
q30,i act or feel in a way that does not fit me,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,3,1,,4,4,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,3,,,,,,,,,3,,2,2,,,,,,,,,,,,2,1,,,,3,,,,,,,2,,4,1,,,,,,,,3,2,,4,,,,,1,2,,,,,,,,,,,,,,,,,,,
q31,i act out my frustrations on others,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,2,,,,,1,,,,,2,,,,,,,2,,2,2,,,,,4,2,,,,,,,,,,,,2,,,,,3,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,2,,,,,,,,,,,,,1,,,2,,,,,,,,2,,4,,,,,2,3,4,,,,,,,,,
q32,i act properly in most situations,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,4,4,,,,,4,,,,,4,,,,,,,5,,,,,,4,,,3,,,,,,,,4,,,4,4,,,,,,,,,,4,4,,,,,,,,,4,,5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,4,,,,,,5,5,,,,,,,,4,,,4,,
q33,i act quickly without thinking,,,1,,,3,,,,,,,,,,,,2,3,,2,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,3,4,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,2,,,,,,,,,,,,,,3,2,,,,,,,,,,,1,,,,,,3,3,,,,2,,,4,
q34,i act spontaneously without thinking about the consequences,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,4,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,3,,,,,,,,,4,,4,,2,,,,,3,,,
q35,i act wild and crazy,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,2,,,,,,4,,,,,,,2,,,,3,,,,,,,,,,2,,,,,,,1,,,,,,,3,2,3,,,,,,,,,,,,1,1,,,3,4,,,2,,1,,,4,,,,,,,,,,,,,,,,,
q36,i act with hesitation,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,3,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,5,,,,,,4,,,3,,,,,,,,,4,,3,,5,,,,,3,,,
q37,i act without consulting others,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,2,2,,,,,,,,4,,,,3,,2,4,3,,,,,,,,,,,,,,2,,,,,,,3,,3,,,,,,,,,,,3,,,4,,,3,,,,,,,,,,3,,,,3,,,,,1,,,,,,,,,,,2,,,,,,2,1,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,
q38,i act without planning,,4,,4,,2,,,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,2,,,,,1,2,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,4,
q39,i act without thinking,,,,,,,,,,,,,,,,,2,,,,2,,,2,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,2,,,,,,,2,,,,,,,,,,,2,4,2,,,,,3,1,,4,,,3,,,,2,,,,2,,,,,,,,,,,,,2,,,2,,,
q40,i act without ulterior motives,,,,,,,,,,,,,,,,,3,,,,5,,,3,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,,,3,,,,,,,4,,,,,,,,,,,2,3,4,,,,,4,1,,3,,,4,,,,5,,,,2,,,,,,,,,,,,,4,,,3,,,
q41,i acted in a play,,,,,,,,5,2,,,,,,,,,,,,,1,4,,5,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,2,,,,,,2,4,,,,,1,,,,,,,,,5,,1,,,,,,,3,,1,1,,,,,,,,,5,2,,,1,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,1,,,1,,,4,,,,,,,,,,,,,,,,
q42,i actually get cold when i think of something cold,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,2,,,3,,,,,,,,,3,,2,,2,,,,,2,,,
q43,i adapt easily to new situations,,,4,,,,,,,,4,2,,,,,,,,4,,3,2,,,,,,,,,,,,,4,5,,4,,,1,,,5,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,,,,5,,,,,,4,,,5,,,,,,,,,,,,3,,,,4,,,,,2,,,,,,,
q44,i adjust easily,,,,,,5,3,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,4,,,,5,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,4,4,,,3,,,,,,,,,,,,,,,,,4,,,3,,5,,,4,4,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4
q45,i admire a really clever scam,,4,,3,,5,,,,1,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,4,,,,,2,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,5,
q47,i admit mistakes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3,4,,,,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,4,,,4,,,,,,,,,2,,4,,4,,,,,4,,,
q48,i admit when i am wrong,,,3,,,,,,,,4,4,,,,,,,,4,,4,4,,,,,,,,,,,,,3,5,,5,,,3,,,5,,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,,,5,,,,,,2,,,4,,,,,,,,,,,,1,,,,2,,,,,2,,,,,,,
q49,i agree to anything,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,2,,,,,4,,,,,2,,,,,,,2,,1,1,,,,,3,2,,,,,,,,,,,,2,,,,,3,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,3,,,,,,,,,,,,,1,,,4,,,,,,,,3,,2,,,,,1,2,3,,,,,,,,,
q50,i allow others to make a fresh start,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,2,,,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,,4,,,4,,,,,,,,,4,,3,,4,,,,,4,,,
q51,i allow others to walk all over me,,,,,,,,,,,,,,,,,2,,,,1,,,3,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,3,3,1,,,,,1,1,,4,,,2,,,,4,,,,2,,,,,,,,,,,,,2,,,2,,,
q52,i always admit it when i make a mistake,,,,,,,,,,,,,,,,,2,,,,3,,,3,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,,,,2,,,,,,,4,,,,,,,,,,,2,3,3,,,,,3,2,,2,,,4,,,,2,,,,4,,,,,,,,,,,,,4,,,4,,,
q53,i always know what i am doing,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,3,4,,2,2,,,,,,,,,,,,,,,,,,4,,,,,3,,,,,,,3,,,,,,,,,4,,4,2,,,,,,,,,,,,4,2,,,,2,,,,,,,4,,1,4,,,,,,,,3,2,,2,,,,,2,4,,,,,,,,,,,,,,,,,,,
q54,i always know why i do things,,,,,,,,,,,,,,,,,2,,,,2,,,4,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,2,,,,,,,4,,,,,,,,,,,2,4,2,,,,,2,4,,1,,,3,,,,4,,,,4,,,,,,,,,,,,,2,,,4,,,
q55,i always need to know who my partner is with,,,2,,,1,,,,,,,,,,,,2,4,,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,2,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,,,,,,4,3,,,,2,,,1,
q56,i always seem to be losing things,,,,,,,,,,,,,,,,,2,,,,4,,,4,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,3,4,4,,,,,1,1,,5,,,2,,,,2,,,,2,,,,,,,,,,,,,2,,,2,,,
q57,i am a bad loser,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,1,,,,,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,,3,,,2,,,,,,,,,5,,3,,2,,,,,2,,,
q58,i am a bitter person,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,2,,,,,,4,,,,,,,3,,,,2,,,,,,,,,,2,,,,,,,2,,,,,,,4,1,1,,,,,,,,,,,,5,1,,,2,2,,,2,,1,,,3,,,,,,,,,,,,,,,,,
q59,i am a brave person,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,4,4,,,,,,,,3,,,,3,,4,2,3,,,,,,,,,,,,,,4,,,,,,,3,,3,,,,,,,,,,,4,,,4,,,3,,,,,,,,,,5,,,,5,,,,,3,,,,,,,,,,,2,,,,,,4,4,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,
q60,i am a bully,,,1,,,1,,,,,,,,,,,,2,2,,1,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,,,,,1,1,,,,1,,,1,
q61,i am a chronic liar,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,3,1,,4,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,1,,1,3,,,,,,,,,,,,2,1,,,,1,,,,,,,2,,1,2,,,,,,,,2,2,,1,,,,,2,2,,,,,,,,,,,,,,,,,,,
q62,i am a cold-hearted person,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,2,,,,,,,2,,,,,,,,,,,1,1,3,,,,,1,2,,5,,,2,,,,2,,,,2,,,,,,,,,,,,,2,,,2,,,
q63,i am a corrupt person,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,2,1,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,1,,,,,,,,,1,,2,2,,,,,,,,,,,,1,1,,,,1,,,,,,,1,,1,1,,,,,,,,2,2,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,
q64,i am a cranky person,,,2,,,1,,,,,,,,,,,,4,3,,2,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,4,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,,,,,,3,,,,,,,,,,,,,,3,4,,,,,,,,,,,2,,,,,,3,3,,,,2,,,4,
q65,i am a creature of habit,4,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,4,,,,,,5,,4,2,4,,,,4,,,3,,4,,,,,,,5,,,,,,4,,,4,,,,,,,,4,5,,3,4,,4,3,,,,,,,4,4,,,,4,,,,,1,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,5,,5,2,1,,,,,,5,,,3,5,,,,,,3,3,4,,4,,3,,,3,,3,4,,
q66,i am a domineering person,,,,,,,,3,4,,,,,,,,,,,,,2,2,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,4,,,,,,2,3,,,,,2,,,,,,,,,1,,2,,,,,,,1,,3,3,,,,,,,,,4,3,,,2,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,2,,,4,,,4,,,,,,,,,,,,,,,,
q67,i am a firm believer in thinking things through,,,,,,,,4,5,,,,,5,,,,,,,,5,4,,2,,,,,,,,5,4,,,,,,,,4,5,,,4,,4,5,5,,,,,,,,,,4,,4,,4,,,,4,4,,4,,5,5,,,,,,,,,3,4,5,,5,,,3,,4,,4,5,,,,,5,,,,3,4,,,3,5,,,,,,,4,,,,4,,,,,,2,4,,,3,,,,,,,,,4,3,,4,,,4,,,,,,,,,,,,,,,3,
q68,i am a flamboyant person,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,2,2,,3,1,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,2,,,,,,,,,1,,4,2,,,,,,,,,,,,2,1,,,,1,,,,,,,2,,2,2,,,,,,,,3,3,,4,,,,,1,1,,,,,,,,,,,,,,,,,,,
