q22,act before thinking through the consequences,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,4.0,,,,,2.0,,,,,,,1.0,,,,,,4.0,,,4.0,,,,,,,,3.0,,,2.0,4.0,,,,,,,,,,2.0,2.0,,,,,,,,,4.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,4.0,,,,,,2.0,3.0,,,,,,,,3.0,,,4.0,,
q23,act comfortably with others,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,4.0,,,,,5.0,,,,,4.0,,,,,,,4.0,,4.0,4.0,,,,,4.0,4.0,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,4.0,,,5.0,,,,,,,,4.0,,4.0,,,,,3.0,4.0,5.0,,,,,,,,,
q25,act impulsively when something is bothering me,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,3.0,,,,,3.0,,,,,,,1.0,,,,,,4.0,,,2.0,,,,,,,,3.0,,,3.0,3.0,,,,,,,,,,4.0,2.0,,,,,,,,,3.0,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,4.0,,,,,,3.0,3.0,,,,,,,,4.0,,,4.0,,
q26,act in a play,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,2.0,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,4.0,,,3.0,,,,2.0,,,,1.0,,,,,,,,,,,,,4.0,,,3.0,,,
q27,act like different people in different situations,,,,,,,,4.0,4.0,,,,,,,,,,,,,4.0,2.0,,4.0,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,4.0,2.0,,,,,1.0,,,,,,,,,4.0,,4.0,,,,,,,3.0,,4.0,4.0,,,,,,,,,4.0,4.0,,,2.0,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,
q33,act quickly without thinking,,,1.0,,,3.0,,,,,,,,,,,,2.0,3.0,,2.0,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,3.0,4.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,1.0,,,,,,3.0,3.0,,,,2.0,,,4.0,
q35,act wild and crazy,,,,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,4.0,,,,,,,2.0,,,,3.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,3.0,2.0,3.0,,,,,,,,,,,,1.0,1.0,,,3.0,4.0,,,2.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,
q37,act without consulting others,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,4.0,,,,3.0,,2.0,4.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,,3.0,,,,,,,,,,,3.0,,,4.0,,,3.0,,,,,,,,,,3.0,,,,3.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,2.0,1.0,,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,
q38,act without planning,,4.0,,4.0,,2.0,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,4.0,
q39,act without thinking,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,2.0,4.0,2.0,,,,,3.0,1.0,,4.0,,,3.0,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,
q41,acted in a play,,,,,,,,5.0,2.0,,,,,,,,,,,,,1.0,4.0,,5.0,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,2.0,4.0,,,,,1.0,,,,,,,,,5.0,,1.0,,,,,,,3.0,,1.0,1.0,,,,,,,,,5.0,2.0,,,1.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,
q43,adapt easily to new situations,,,4.0,,,,,,,,4.0,2.0,,,,,,,,4.0,,3.0,2.0,,,,,,,,,,,,,4.0,5.0,,4.0,,,1.0,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,5.0,,,,,,4.0,,,5.0,,,,,,,,,,,,3.0,,,,4.0,,,,,2.0,,,,,,,
q44,adjust easily,,,,,,5.0,3.0,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,4.0,,,,5.0,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,4.0,4.0,,,3.0,,,,,,,,,,,,,,,,,4.0,,,3.0,,5.0,,,4.0,4.0,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
q45,admire a really clever scam,,4.0,,3.0,,5.0,,,,1.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,5.0,
q48,admit when i am wrong,,,3.0,,,,,,,,4.0,4.0,,,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,3.0,5.0,,5.0,,,3.0,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,5.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,5.0,,,,,,2.0,,,4.0,,,,,,,,,,,,1.0,,,,2.0,,,,,2.0,,,,,,,
q49,agree to anything,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,2.0,,,,,4.0,,,,,2.0,,,,,,,2.0,,1.0,1.0,,,,,3.0,2.0,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,3.0,,2.0,,,,,1.0,2.0,3.0,,,,,,,,,
q50,allow others to make a fresh start,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,2.0,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,,,4.0,,,4.0,,,,,,,,,4.0,,3.0,,4.0,,,,,4.0,,,
q52,always admit it when i make a mistake,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,3.0,,,,,,,,,,,5.0,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,5.0,,,,2.0,,,,,,,4.0,,,,,,,,,,,2.0,3.0,3.0,,,,,3.0,2.0,,2.0,,,4.0,,,,2.0,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,
q53,always know what i am doing,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,3.0,,,,,,,,,4.0,,4.0,2.0,,,,,,,,,,,,4.0,2.0,,,,2.0,,,,,,,4.0,,1.0,4.0,,,,,,,,3.0,2.0,,2.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,
q54,always know why i do things,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,4.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,3.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,2.0,,,,,,,4.0,,,,,,,,,,,2.0,4.0,2.0,,,,,2.0,4.0,,1.0,,,3.0,,,,4.0,,,,4.0,,,,,,,,,,,,,2.0,,,4.0,,,
q57,am a bad loser,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,1.0,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,,,3.0,,,2.0,,,,,,,,,5.0,,3.0,,2.0,,,,,2.0,,,
q59,am a brave person,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,4.0,4.0,,,,,,,,3.0,,,,3.0,,4.0,2.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,3.0,,3.0,,,,,,,,,,,4.0,,,4.0,,,3.0,,,,,,,,,,5.0,,,,5.0,,,,,3.0,,,,,,,,,,,2.0,,,,,,4.0,4.0,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.0,
q62,am a cold-hearted person,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,1.0,3.0,,,,,1.0,2.0,,5.0,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,
q65,am a creature of habit,4.0,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,4.0,,,,,,5.0,,4.0,2.0,4.0,,,,4.0,,,3.0,,4.0,,,,,,,5.0,,,,,,4.0,,,4.0,,,,,,,,4.0,5.0,,3.0,4.0,,4.0,3.0,,,,,,,4.0,4.0,,,,4.0,,,,,1.0,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,5.0,2.0,1.0,,,,,,5.0,,,3.0,5.0,,,,,,3.0,3.0,4.0,,4.0,,3.0,,,3.0,,3.0,4.0,,
q67,am a firm believer in thinking things through,,,,,,,,4.0,5.0,,,,,5.0,,,,,,,,5.0,4.0,,2.0,,,,,,,,5.0,4.0,,,,,,,,4.0,5.0,,,4.0,,4.0,5.0,5.0,,,,,,,,,,4.0,,4.0,,4.0,,,,4.0,4.0,,4.0,,5.0,5.0,,,,,,,,,3.0,4.0,5.0,,5.0,,,3.0,,4.0,,4.0,5.0,,,,,5.0,,,,3.0,4.0,,,3.0,5.0,,,,,,,4.0,,,,4.0,,,,,,2.0,4.0,,,3.0,,,,,,,,,4.0,3.0,,4.0,,,4.0,,,,,,,,,,,,,,,3.0,
q71,am a goal-oriented person,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,4.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,5.0,,,,4.0,,,,,,,4.0,,,,,,,,,,,4.0,4.0,4.0,,,,,4.0,5.0,,2.0,,,4.0,,,,4.0,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,
q73,am a good listener,,5.0,,5.0,,4.0,,,,5.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,4.0,4.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,4.0,
q77,am a hard worker,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,2.0,,,,,,,5.0,,,,4.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,4.0,4.0,5.0,,,,,,,,,,,,1.0,3.0,,,5.0,5.0,,,4.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,
q78,am a highly disciplined person,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,4.0,,2.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,4.0,,,,,,,,,5.0,,4.0,3.0,,,,,,,,,,,,4.0,2.0,,,,1.0,,,,,,,3.0,,2.0,3.0,,,,,,,,4.0,3.0,,2.0,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,
q81,am a law-abiding citizen,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,3.0,,,,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,4.0,4.0,5.0,,,,,,,,,,,,5.0,5.0,,,4.0,4.0,,,4.0,,4.0,,,5.0,,,,,,,,,,,,,,,,,
q91,am a person whose moods go up and down easily,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,4.0,3.0,,,,,1.0,4.0,,,,,1.0,,,1.0,,3.0,,,,,,,2.0,2.0,2.0,2.0,3.0,4.0,,,4.0,3.0,,,,,,,,,,,,1.0,,2.0,,,4.0,,3.0,,,,,,,2.0,,,4.0,,,,,,3.0,,1.0,2.0,,,,,,,,4.0,,,,2.0,1.0,,,4.0,2.0,,,,3.0,,,1.0,,4.0,3.0,,,,,,,2.0,3.0,3.0,4.0,4.0,,,,,2.0,2.0,3.0,,3.0,,,,,4.0,4.0,5.0,,,,,,,,,
q93,am a physical coward,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,3.0,,,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,4.0,1.0,,,,,,,,4.0,,,3.0,,
q99,am a spiritual person,,,,,,,,5.0,2.0,,,,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,4.0,4.0,,,,,1.0,,,,,,,,,4.0,,3.0,,,,,,,3.0,,1.0,5.0,,,,,,,,,5.0,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,
q100,am a strange person,,,2.0,,,4.0,,,,,,,,,,,,3.0,4.0,,1.0,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,2.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,3.0,,,,,,3.0,3.0,,,,5.0,,,3.0,
q102,am a true life-long learner,,,4.0,,,,,,,,4.0,3.0,,,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,3.0,5.0,,5.0,,,5.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,5.0,,,,,,4.0,,,5.0,,,,,,,,,,,,4.0,,,,3.0,,,,,4.0,,,,,,,
q104,am a very private person,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,2.0,,,,,5.0,,,,,,,4.0,,,,,,3.0,,,2.0,,,,,,,,1.0,,,4.0,3.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,2.0,,,,,,5.0,3.0,,,,,,,,3.0,,,2.0,,
q105,am a very reliable person,,,4.0,,,,,,,,4.0,3.0,,,,,,,,4.0,,5.0,4.0,,,,,,,,,,,,,4.0,5.0,,5.0,,,3.0,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,5.0,,,,,,4.0,,,4.0,,,,,,,,,,,,5.0,,,,2.0,,,,,5.0,,,,,,,
q109,am able to come up with new and different ideas,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,3.0,,,,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,4.0,2.0,2.0,,,,,,,,,,,,4.0,3.0,,,4.0,5.0,,,4.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,
q110,am able to control my cravings,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,3.0,,,,,,,,,3.0,,3.0,4.0,,,,,,,,,,,,4.0,4.0,,,,4.0,,,,,,,2.0,,1.0,4.0,,,,,,,,3.0,3.0,,2.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,
q111,am able to cooperate with others,,,4.0,,,,,,,,5.0,4.0,,,,,,,,5.0,,4.0,4.0,,,,,,,,,,,,,4.0,5.0,,4.0,,,4.0,,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,,,,,4.0,,,,4.0,,,,,4.0,,,,,,,
q112,am able to describe my feelings easily,,,,,,,,4.0,2.0,,,,,,,,,,,,,4.0,2.0,,2.0,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,4.0,3.0,,,,,4.0,,,,,,,,,2.0,,2.0,,,,,,,2.0,,4.0,4.0,,,,,,,,,5.0,2.0,,,4.0,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,4.0,,,3.0,,,,,,,,,,,,,,,,
q116,am able to find out things by myself,,,4.0,,,4.0,,,,,,,,,,,,5.0,4.0,,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,4.0,4.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,4.0,,,,,,3.0,4.0,,,,4.0,,,4.0,
q117,am able to fit into any situation,,,4.0,,,5.0,,,,,,,,,,,,3.0,3.0,,4.0,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,4.0,2.0,4.0,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,4.0,,,,,,4.0,3.0,,,,4.0,,,3.0,
q122,am able to read the minds of others,,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,4.0,4.0,,,,,,,,1.0,,,,4.0,,2.0,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,3.0,,4.0,,,,,,,,,,,3.0,,,2.0,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,1.0,3.0,,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,
q126,am able to stand up for myself,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,4.0,,4.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,4.0,,,,,,,,,5.0,,4.0,4.0,,,,,,,,,,,,4.0,4.0,,,,3.0,,,,,,,4.0,,4.0,5.0,,,,,,,,4.0,4.0,,4.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
