,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
19,1.0,2.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0
20,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0
21,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0
22,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,4.0,4.0
23,5.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0
24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
25,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0
26,4.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0
27,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0
28,4.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0
29,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0
30,5.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0
31,5.0,2.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0
32,4.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0
33,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0
34,4.0,3.0,1.0,4.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0
35,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
36,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0
37,4.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0
38,5.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0
39,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0
40,4.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
41,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0
42,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
43,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0
44,5.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0
45,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0
46,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0
47,2.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0
48,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0
49,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0
50,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0
51,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0
52,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0
53,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0
54,3.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0
55,3.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0
56,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0
57,5.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0
58,5.0,1.0,5.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,3.0
59,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,3.0
60,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0
61,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0
62,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0
63,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
64,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0
65,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0
66,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0
67,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0
68,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0
69,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0
70,5.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,5.0
71,5.0,2.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0
72,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0
73,4.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,2.0
74,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0
75,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
76,3.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,4.0,5.0
77,4.0,4.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0
78,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0
79,4.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0
80,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0
81,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0
82,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0
83,3.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0
84,2.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0
85,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0
86,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0
87,5.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0
88,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0
89,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
90,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0
91,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0
94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
95,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
96,4.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0
97,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
98,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0
99,5.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0
100,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0
101,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0
102,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
103,1.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0
104,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,4.0
105,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
106,4.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0
107,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0
108,5.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0
109,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0
110,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0
111,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0
112,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0
113,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0
114,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0
115,3.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,4.0
116,4.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0
117,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0
118,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0
119,4.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0
120,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0
121,4.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0
122,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0
123,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0
124,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
125,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0
126,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
127,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,3.0,4.0,5.0
128,4.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0
129,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0
130,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0
131,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0
132,5.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0
133,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
134,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
135,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0
136,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,4.0
137,2.0,4.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0
138,3.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,2.0,4.0
139,5.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0
140,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
141,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0
142,5.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0
143,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0
144,3.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0
145,4.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0
146,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
147,4.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0
148,5.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
149,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0
150,5.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0
151,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0
152,4.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0
153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,4.0
155,4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0
156,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0
157,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0
158,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0
159,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
160,4.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0
161,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0
162,5.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,3.0
163,4.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0
164,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0
165,5.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0,3.0,3.0
166,5.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0
167,5.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0
168,5.0,5.0,1.0,4.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,3.0
169,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0
170,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0
171,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0
172,5.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,4.0,4.0
173,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0
174,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0
175,4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0
176,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
177,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0
178,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0
179,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
180,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0
181,3.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,1.0,1.0
182,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0
183,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0
184,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0
185,3.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0
186,4.0,2.0,1.0,5.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0
187,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0
188,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
189,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0
190,5.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0
191,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
192,4.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
193,4.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
194,3.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0
195,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0
196,1.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0
197,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,2.0,1.0
198,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0
199,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
200,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0
201,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0
202,5.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0
203,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0
204,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,2.0,1.0
205,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0
206,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0
207,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0
208,5.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0
209,4.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0
210,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0
211,2.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0
212,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0
213,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0
214,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0
215,5.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,3.0,3.0
216,4.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0
217,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0
218,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
219,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0
220,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0
221,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,2.0
222,5.0,5.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
