,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
37,5.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,4.0,1.0
38,5.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0
39,4.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0
40,5.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0
41,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0
42,5.0,1.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0
43,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0
44,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0
45,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0
46,5.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0
47,5.0,5.0,2.0,3.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0
48,5.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0
49,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,4.0
50,5.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0
51,5.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0
52,3.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0
53,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0
54,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0
55,3.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0
56,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0
57,5.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0
58,5.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0
59,3.0,1.0,3.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0
60,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0
61,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0
62,5.0,1.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0
63,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
64,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0
65,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0
66,3.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,4.0
67,5.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0
68,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0
69,5.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0
70,4.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,4.0
71,5.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,2.0
72,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0
73,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,4.0
74,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0
75,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0
76,5.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0
77,5.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0
78,5.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0
79,5.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0
80,5.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,2.0,1.0,4.0
81,5.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0
82,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0
83,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,2.0
84,2.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0
85,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,2.0
86,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0
87,4.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0
88,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0
89,4.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0
90,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0
91,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0
94,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0
95,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0
96,5.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,3.0,1.0,2.0,4.0
97,1.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,3.0,2.0,1.0,5.0
98,5.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0
99,4.0,1.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0
100,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0
101,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0
102,5.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0
103,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0
104,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,3.0
105,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
106,4.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,5.0
107,3.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0
108,5.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0
109,4.0,1.0,3.0,5.0,5.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,2.0,1.0,4.0
110,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,3.0
111,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0
112,4.0,1.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0
113,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0
114,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0
115,2.0,1.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0
116,5.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0
117,5.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0
118,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0
119,4.0,5.0,5.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0
120,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0
121,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0
122,5.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0
123,5.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,3.0
124,5.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0
125,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,2.0
126,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
127,4.0,1.0,4.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,4.0
128,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0
129,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0
130,4.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0
131,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0
132,5.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0
133,5.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0
134,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0
135,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,2.0
136,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0
137,3.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,5.0
138,4.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0
139,2.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0
140,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0
141,5.0,3.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
142,5.0,5.0,4.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0
143,2.0,1.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0
144,5.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,2.0
145,5.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0
146,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
147,3.0,1.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0
148,5.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0
149,3.0,5.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,5.0,4.0
150,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0
151,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,3.0,2.0
152,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,4.0
153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
154,2.0,1.0,3.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,5.0
155,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0
156,2.0,2.0,4.0,5.0,5.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,1.0,5.0
157,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,1.0,4.0
158,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0
159,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
160,5.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0
161,5.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0
162,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0
163,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,5.0
164,5.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0
165,5.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0
166,5.0,1.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0
167,4.0,5.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0
168,5.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0
169,5.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0
170,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0
171,1.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,3.0,1.0,2.0
172,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,1.0,3.0
173,5.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0
174,1.0,1.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0
175,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,4.0
176,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
177,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0
178,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0
179,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0
180,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0
181,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0
182,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0
183,5.0,2.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0
184,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0
185,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0
186,5.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0
187,2.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,1.0,5.0
188,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
189,5.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0
190,5.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,2.0,1.0,4.0
191,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0
192,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0
193,4.0,5.0,2.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0
194,3.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0
195,5.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0
196,5.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0
197,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,2.0
198,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0
199,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0
200,5.0,5.0,4.0,1.0,1.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0
201,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0
202,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,2.0
203,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0
204,3.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0
205,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0
206,5.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0
207,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0
208,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0
209,4.0,5.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,5.0
210,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0
211,5.0,3.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0
212,5.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0
213,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0
214,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0
215,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0
216,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0,5.0,1.0
217,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0
218,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
219,4.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0
220,3.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,1.0,3.0
221,5.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0
222,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0
