question-id,full_item,Field 2,Field 3,Field 4,Field 5,Field 6,Field 7,Field 8,Field 9,Field 10,Field 11,Field 12,Field 13,Field 14,Field 15,Field 16,Field 17,Field 18,Field 19,Field 20,Field 21,Field 22,Field 23,Field 24,Field 25,Field 26,Field 27,Field 28,Field 29,Field 30,Field 31,Field 32,Field 33,Field 34,Field 35,Field 36,Field 37,Field 38,Field 39,Field 40,Field 41,Field 42,Field 43,Field 44,Field 45,Field 46,Field 47,Field 48,Field 49,Field 50,Field 51,Field 52,Field 53,Field 54,Field 55,Field 56,Field 57,Field 58,Field 59,Field 60,Field 61
Q11,"When telling jokes or saying funny things, i am usually not very concerned about how other people are taking it.",2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0
Q12,"I often try to make people like or accept me more by saying something funny about my own weaknesses, blunders, or faults.",4.0,2.0,3.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0
Q13,I laugh and joke a lot with my closest friends.,5.0,3.0,4.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0
Q14,My humorous outlook on life keeps me from getting overly upset or depressed about things.,3.0,1.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0
Q15,I do not like it when people use humor as a way of criticizing or putting someone down.,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,2.0,5.0,4.0,1.0
Q16,I don’t often say funny things to put myself down.,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,5.0,3.0,1.0
Q17,I usually don’t like to tell jokes or amuse people.,3.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,2.0,1.0
Q18,"If i’m by myself and i’m feeling unhappy, i make an effort to think of something funny to cheer myself up.",2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,4.0,4.0
Q19,"Sometimes i think of something that is so funny that i can’t stop myself from saying it, even if it is not appropriate for the situation.",4.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,3.0
Q20,I often go overboard in putting myself down when i am making jokes or trying to be funny.,1.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0
Q21,I enjoy making people laugh.,4.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0
Q22,"If i am feeling sad or upset, i usually lose my sense of humor.",3.0,5.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0
Q23,I never participate in laughing at others even if all my friends are doing it.,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0
Q25,I don’t often joke around with my friends.,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0
Q27,"If i don’t like someone, i often use humor or teasing to put them down.",1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0
Q28,"If i am having problems or feeling unhappy, i often cover it up by joking around, so that even my closest friends don’t know how i really feel.",1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0
Q29,I usually can’t think of witty things to say when i’m with other people.,3.0,4.0,3.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0
Q30,I don’t need to be with other people to feel amused – i can usually find things to laugh about even when i’m by myself.,3.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0
Q32,Letting others laugh at me is my way of keeping my friends and family in good spirits.,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,4.0
