,constructs
q761,103.0
q762,34.0
q764,34.0
q766,34.0
q776,34.0
q778,129.0
q781,207.0
q784,34.0
q786,34.0
q787,34.0
q789,21.0
q790,46.0
q791,129.0
q792,160.0
q794,51.0
q795,207.0
q797,167.0
q801,10.0
q802,34.0
q804,81.0
q805,140.0
q806,172.0
q807,207.0
q809,172.0
q810,172.0
q811,172.0
q812,172.0
q813,172.0
q814,171.0
q815,172.0
q816,172.0
q817,6.0
q818,153.0
q819,19.0
q823,237.0
q824,137.0
q825,34.0
q827,118.0
q830,188.0
q831,1.0
q834,86.0
q838,207.0
q839,113.0
q840,12.0
q845,150.0
q846,12.0
q849,122.0
q850,22.0
q852,51.0
q853,15.0
q858,153.0
q860,150.0
q861,12.0
q867,153.0
q868,51.0
q870,30.0
q871,12.0
q872,86.0
q877,12.0
q878,93.0
q879,51.0
q880,12.0
q886,207.0
q890,26.0
q892,140.0
q894,12.0
q897,86.0
q900,12.0
q909,12.0
q911,137.0
q912,30.0
q913,12.0
q914,12.0
q917,12.0
q920,10.0
q924,10.0
q926,66.0
q930,140.0
q937,66.0
q938,129.0
q940,26.0
q943,66.0
q948,103.0
q952,12.0
q953,137.0
q954,137.0
q955,149.0
q956,137.0
q957,149.0
q958,171.0
q960,137.0
q961,153.0
q962,46.0
q963,46.0
q965,8.0
q967,32.0
q968,12.0
q969,46.0
q971,1.0
q972,46.0
q974,92.0
q975,153.0
q976,36.0
q977,145.0
q978,131.0
q979,93.0
q980,140.0
q981,137.0
q982,50.0
q983,207.0
q985,191.0
q988,8.0
q989,34.0
q990,12.0
q991,12.0
q993,153.0
q994,12.0
q995,12.0
q996,12.0
q997,63.0
q998,145.0
q1000,153.0
q1001,151.0
q1002,12.0
q1007,92.0
q1010,92.0
q1013,12.0
q1014,207.0
q1015,93.0
q1016,79.0
q1018,140.0
q1020,12.0
q1021,12.0
q1022,12.0
q1026,207.0
q1028,137.0
q1030,50.0
q1033,93.0
q1034,12.0
q1037,12.0
q1038,63.0
q1039,237.0
q1040,48.0
q1041,171.0
q1042,153.0
q1043,12.0
q1044,92.0
q1047,86.0
q1048,137.0
q1052,172.0
q1053,172.0
q1054,172.0
q1055,34.0
q1057,93.0
q1058,153.0
q1060,93.0
q1065,137.0
q1068,12.0
q1069,36.0
q1070,150.0
q1072,12.0
q1073,153.0
q1074,198.0
q1076,12.0
q1077,34.0
q1078,140.0
q1080,153.0
q1082,34.0
q1083,145.0
q1084,207.0
q1085,129.0
q1086,86.0
q1087,129.0
q1088,132.0
q1089,28.0
q1090,86.0
q1092,12.0
q1094,137.0
q1095,64.0
q1096,64.0
q1097,206.0
q1098,237.0
q1099,129.0
q1100,129.0
q1102,140.0
q1103,6.0
q1106,86.0
q1107,129.0
q1109,129.0
q1112,12.0
q1113,145.0
q1114,28.0
q1115,86.0
q1116,129.0
q1118,207.0
q1121,15.0
q1122,46.0
q1125,10.0
q1126,5.0
q1128,92.0
q1129,86.0
q1131,207.0
q1132,5.0
q1134,34.0
q1136,12.0
q1139,34.0
q1140,110.0
q1142,49.0
q1143,92.0
q1144,110.0
q1145,1.0
q1146,137.0
q1147,153.0
q1148,137.0
q1151,137.0
q1152,137.0
q1153,137.0
q1155,207.0
q1156,110.0
q1157,34.0
q1160,59.0
q1161,93.0
q1163,81.0
q1164,12.0
q1166,93.0
q1167,198.0
q1168,5.0
q1169,110.0
q1171,207.0
q1172,6.0
q1173,92.0
q1175,207.0
q1176,21.0
q1178,15.0
q1179,93.0
q1181,12.0
q1182,28.0
q1183,28.0
q1185,86.0
q1187,12.0
q1188,155.0
q1192,207.0
q1195,1.0
q1197,110.0
q1198,153.0
q1199,12.0
q1200,12.0
q1201,93.0
q1204,142.0
q1205,46.0
q1207,93.0
q1208,207.0
q1212,12.0
q1214,110.0
q1215,207.0
q1216,207.0
q1217,12.0
q1218,93.0
q1221,46.0
q1222,93.0
q1223,5.0
q1224,207.0
q1228,93.0
q1230,140.0
q1232,59.0
q1234,153.0
q1235,102.0
q1238,153.0
q1240,34.0
q1241,92.0
q1242,93.0
q1243,207.0
q1244,207.0
q1245,6.0
q1247,168.0
q1250,110.0
q1251,110.0
q1252,93.0
q1255,207.0
q1256,34.0
q1257,93.0
q1261,237.0
q1262,59.0
q1263,207.0
q1264,110.0
q1265,153.0
q1266,12.0
q1267,207.0
q1269,207.0
q1270,86.0
q1271,110.0
q1272,155.0
q1275,207.0
q1278,160.0
q1280,12.0
q1281,46.0
q1282,137.0
q1283,110.0
q1289,207.0
q1291,12.0
q1292,153.0
q1293,5.0
q1294,34.0
q1296,36.0
q1299,207.0
q1300,12.0
q1301,34.0
q1302,34.0
q1303,66.0
q1305,6.0
q1310,51.0
q1313,93.0
q1314,12.0
q1315,46.0
q1316,6.0
q1319,110.0
q1320,110.0
q1322,5.0
q1323,86.0
q1324,167.0
q1329,34.0
q1330,229.0
q1331,140.0
q1332,34.0
q1334,46.0
q1337,207.0
q1339,34.0
q1343,46.0
q1345,1.0
q1347,36.0
q1350,86.0
q1351,46.0
q1352,46.0
q1356,46.0
q1357,86.0
q1358,81.0
q1359,46.0
q1360,92.0
q1361,81.0
q1362,15.0
q1363,34.0
q1364,15.0
q1365,93.0
q1370,51.0
q1372,46.0
q1374,81.0
q1375,201.0
q1376,81.0
q1378,12.0
q1382,93.0
q1384,81.0
q1385,93.0
q1392,93.0
q1393,46.0
q1395,129.0
q1398,81.0
q1399,93.0
q1404,242.0
q1405,237.0
q1408,46.0
q1410,129.0
q1412,150.0
q1413,92.0
q1414,153.0
q1417,51.0
q1418,93.0
q1419,5.0
q1420,34.0
q1422,12.0
q1423,92.0
q1426,129.0
q1428,46.0
q1431,207.0
q1434,113.0
q1438,93.0
q1440,150.0
q1441,122.0
q1443,122.0
q1444,15.0
q1445,137.0
q1446,12.0
q1447,22.0
q1448,26.0
q1449,26.0
q1451,93.0
q1454,129.0
q1457,149.0
q1458,93.0
q1466,137.0
q1467,207.0
q1468,129.0
q1471,137.0
q1472,129.0
q1473,129.0
q1477,129.0
q1478,129.0
q1481,113.0
q1483,129.0
q1489,207.0
q1494,93.0
q1498,86.0
q1499,81.0
q1501,93.0
q1502,207.0
q1505,207.0
q1507,12.0
q1511,149.0
q1514,81.0
q1515,129.0
q1516,129.0
q1517,129.0
q1523,93.0
q1524,137.0
q1529,129.0
q1530,12.0
q1534,81.0
q1536,129.0
q1537,207.0
q1541,129.0
q1553,207.0
q1555,207.0
q1557,21.0
q1566,86.0
q1570,86.0
q1571,129.0
q1574,129.0
q1576,129.0
q1579,103.0
q1580,21.0
q1587,137.0
q1588,207.0
q1591,86.0
q1595,15.0
q1597,207.0
q1599,93.0
q1601,129.0
q1605,153.0
q1608,207.0
q1610,129.0
q1611,129.0
q1612,129.0
q1613,129.0
q1615,207.0
q1616,207.0
q1617,129.0
q1618,129.0
q1619,207.0
q1620,207.0
q1622,207.0
q1624,67.0
q1625,22.0
q1627,207.0
q1628,207.0
q1629,51.0
q1631,86.0
q1632,207.0
q1634,207.0
q1635,6.0
q1636,207.0
q1637,86.0
q1638,207.0
q1642,207.0
q1644,185.0
q1650,1.0
q1652,207.0
q1655,207.0
q1661,51.0
q1664,86.0
q1669,207.0
q1670,207.0
q1674,207.0
q1678,28.0
q1681,93.0
q1682,6.0
q1683,46.0
q1684,5.0
q1685,6.0
q1686,6.0
q1689,6.0
q1693,153.0
q1694,6.0
q1695,153.0
q1696,15.0
q1699,66.0
q1703,12.0
q1704,207.0
q1705,207.0
q1706,207.0
q1707,207.0
q1708,207.0
q1709,207.0
q1711,207.0
q1712,207.0
q1713,207.0
q1716,14.0
q1717,93.0
q1720,86.0
q1721,19.0
q1727,201.0
q1728,201.0
q1729,151.0
q1730,34.0
q1734,22.0
q1737,153.0
q1738,50.0
q1742,46.0
q1744,86.0
q1745,207.0
q1746,1.0
q1749,10.0
q1752,122.0
q1753,207.0
q1754,137.0
q1755,137.0
q1756,75.0
q1757,49.0
q1758,46.0
q1759,207.0
q1760,6.0
q1761,75.0
q1762,12.0
q1763,75.0
q1764,21.0
q1766,12.0
q1768,75.0
q1769,1.0
q1770,1.0
q1772,138.0
q1773,207.0
q1775,1.0
q1776,75.0
q1777,207.0
q1780,110.0
q1781,86.0
q1782,19.0
q1785,207.0
q1788,15.0
q1789,207.0
q1790,86.0
q1791,185.0
q1796,185.0
q1800,12.0
q1802,207.0
q1803,1.0
q1806,12.0
q1807,207.0
q1814,1.0
q1815,1.0
q1816,86.0
q1823,75.0
q1825,6.0
q1827,30.0
q1828,242.0
q1830,86.0
q1831,81.0
q1832,46.0
q1835,145.0
q1841,207.0
q1843,15.0
q1844,34.0
q1845,129.0
q1846,129.0
q1847,129.0
q1848,129.0
q1849,129.0
q1850,140.0
q1851,207.0
q1852,207.0
q1854,207.0
q1856,207.0
q1858,207.0
q1859,207.0
q1860,207.0
q1862,6.0
q1863,46.0
q1864,132.0
q1866,86.0
q1869,21.0
q1872,15.0
q1875,22.0
q1882,12.0
q1884,207.0
q1887,21.0
q1888,15.0
q1891,86.0
q1893,15.0
q1894,92.0
q1895,12.0
q1896,10.0
q1897,86.0
q1901,93.0
q1902,93.0
q1903,152.0
q1905,10.0
q1906,68.0
q1907,152.0
q1908,152.0
q1909,34.0
q1910,49.0
q1912,86.0
q1913,86.0
q1917,14.0
q1918,93.0
q1921,92.0
q1922,12.0
q1926,93.0
q1927,153.0
q1928,93.0
q1930,12.0
q1949,207.0
q1953,207.0
q1955,34.0
q1957,207.0
q1959,207.0
q1964,207.0
q1971,19.0
q1972,207.0
q1975,34.0
q1978,129.0
q1981,12.0
q1982,129.0
q1983,129.0
q1985,207.0
q1986,207.0
q1987,122.0
q1988,6.0
q1989,12.0
q1991,207.0
q1995,12.0
q1997,207.0
q1998,6.0
q2005,153.0
q2006,150.0
q2008,19.0
q2021,92.0
q2027,207.0
q2028,207.0
q2041,185.0
q2045,12.0
q2051,129.0
q2052,129.0
q2053,129.0
q2061,137.0
q2069,19.0
q2070,207.0
q2072,207.0
q2082,153.0
q2085,12.0
q2086,21.0
q2089,140.0
q2091,207.0
q2095,207.0
q2104,129.0
q2105,207.0
q2111,36.0
q2112,36.0
q2113,150.0
q2119,129.0
q2121,207.0
q2123,34.0
q2133,86.0
q2137,12.0
q2139,12.0
q2142,207.0
q2146,12.0
q2150,51.0
q2158,51.0
q2159,47.0
q2164,12.0
q2166,12.0
q2171,233.0
q2173,207.0
q2176,12.0
q2179,86.0
q2180,86.0
q2181,153.0
q2183,1.0
q2184,34.0
q2185,184.0
q2189,56.0
q2191,1.0
q2192,207.0
q2194,207.0
q2195,207.0
q2198,207.0
q2199,8.0
q2202,15.0
q2203,138.0
q2205,110.0
q2206,137.0
q2207,1.0
q2208,51.0
q2209,153.0
q2213,150.0
q2214,207.0
q2215,140.0
q2216,81.0
q2217,92.0
q2218,137.0
q2220,185.0
q2221,207.0
q2223,136.0
q2224,233.0
q2226,93.0
q2227,6.0
q2228,153.0
q2229,12.0
q2231,153.0
q2232,153.0
q2233,153.0
q2235,207.0
q2236,34.0
q2239,64.0
q2240,1.0
q2241,6.0
q2242,15.0
q2243,66.0
q2245,6.0
q2248,46.0
q2252,50.0
q2255,6.0
q2256,153.0
q2257,207.0
q2258,153.0
q2259,12.0
q2261,12.0
q2262,51.0
q2263,137.0
q2264,137.0
q2267,137.0
q2270,51.0
q2272,51.0
q2273,51.0
q2276,110.0
q2277,152.0
q2279,2.0
q2280,138.0
q2281,207.0
q2284,137.0
q2286,21.0
q2289,207.0
q2298,34.0
q2299,153.0
q2300,56.0
q2301,207.0
q2302,207.0
q2304,207.0
q2307,137.0
q2309,51.0
q2312,207.0
q2315,149.0
q2317,137.0
q2319,86.0
q2321,15.0
q2322,122.0
q2324,122.0
q2325,122.0
q2326,122.0
q2327,15.0
q2328,8.0
q2329,86.0
q2330,185.0
q2332,185.0
q2333,12.0
q2334,12.0
q2335,6.0
q2336,6.0
q2337,6.0
q2338,12.0
q2339,201.0
q2340,86.0
q2341,46.0
q2342,12.0
q2343,12.0
q2344,12.0
q2345,46.0
q2347,12.0
q2348,1.0
q2350,86.0
q2351,29.0
q2354,73.0
q2355,1.0
q2357,86.0
q2358,50.0
q2359,122.0
q2360,86.0
q2364,6.0
q2366,46.0
q2367,242.0
q2368,81.0
q2376,12.0
q2377,86.0
q2384,12.0
q2385,12.0
q2387,46.0
q2391,12.0
q2393,15.0
q2396,93.0
q2397,12.0
q2399,110.0
q2400,207.0
q2401,207.0
q2403,12.0
q2404,150.0
q2409,46.0
q2410,86.0
q2413,207.0
q2415,6.0
q2416,207.0
q2420,15.0
q2423,12.0
q2425,15.0
q2427,64.0
q2428,12.0
q2429,86.0
q2431,153.0
q2432,110.0
q2434,36.0
q2436,237.0
q2438,137.0
q2439,150.0
q2441,86.0
q2442,132.0
q2443,28.0
q2446,81.0
q2447,207.0
q2448,86.0
q2450,237.0
q2451,12.0
q2452,153.0
q2453,86.0
q2455,81.0
q2457,137.0
q2458,145.0
q2461,12.0
q2463,129.0
q2464,34.0
q2465,86.0
q2466,129.0
q2468,237.0
q2469,237.0
q2470,206.0
q2474,93.0
q2478,64.0
q2479,64.0
q2481,6.0
q2482,79.0
q2483,207.0
q2484,12.0
q2486,12.0
q2487,12.0
q2488,64.0
q2491,12.0
q2492,152.0
q2493,153.0
q2494,207.0
q2495,1.0
q2496,86.0
q2497,93.0
q2499,1.0
q2500,12.0
q2502,93.0
q2504,137.0
q2506,12.0
q2507,28.0
q2508,93.0
q2509,93.0
q2510,132.0
q2511,12.0
q2512,12.0
q2513,28.0
q2514,15.0
q2517,132.0
q2518,207.0
q2520,15.0
q2521,93.0
q2522,12.0
q2523,12.0
q2524,12.0
q2529,140.0
q2530,12.0
q2531,137.0
q2533,12.0
q2534,86.0
q2536,137.0
q2538,185.0
q2539,12.0
q2542,12.0
q2545,5.0
q2546,137.0
q2547,12.0
q2548,12.0
q2550,153.0
q2551,86.0
q2552,12.0
q2553,46.0
q2554,67.0
q2557,93.0
q2558,12.0
q2559,10.0
q2560,12.0
q2563,207.0
q2564,86.0
q2566,86.0
q2567,137.0
q2569,6.0
q2571,81.0
q2573,51.0
q2574,15.0
q2575,15.0
q2581,86.0
q2583,43.0
q2584,137.0
q2585,129.0
q2586,137.0
q2588,12.0
q2590,86.0
q2592,15.0
q2593,153.0
q2594,150.0
q2598,153.0
q2599,6.0
q2600,46.0
q2601,46.0
q2602,46.0
q2606,46.0
q2607,153.0
q2608,153.0
q2610,153.0
q2612,59.0
q2615,12.0
q2617,5.0
q2618,5.0
q2620,137.0
q2621,151.0
q2622,137.0
q2623,86.0
q2624,129.0
q2625,12.0
q2628,12.0
q2629,153.0
q2631,153.0
q2632,207.0
q2633,129.0
q2636,12.0
q2637,1.0
q2641,1.0
q2642,92.0
q2643,129.0
q2644,19.0
q2647,122.0
q2650,153.0
q2651,172.0
q2655,49.0
q2669,140.0
q2673,12.0
q2675,12.0
q2679,12.0
q2681,19.0
q2685,81.0
q2687,66.0
q2688,34.0
q2693,19.0
q2698,122.0
q2701,12.0
q2704,12.0
q2706,137.0
q2711,46.0
q2713,207.0
q2719,188.0
q2721,129.0
q2722,207.0
q2725,237.0
q2727,86.0
q2729,207.0
q2730,86.0
q2731,153.0
q2733,15.0
q2734,153.0
q2736,12.0
q2737,12.0
q2738,19.0
q2739,145.0
q2741,198.0
q2742,86.0
q2743,58.0
q2744,153.0
q2745,153.0
q2746,58.0
q2748,153.0
q2751,86.0
q2753,171.0
q2756,153.0
q2757,153.0
q2759,153.0
q2760,207.0
q2761,12.0
q2762,86.0
q2763,151.0
q2764,12.0
q2765,12.0
q2767,12.0
q2768,12.0
q2769,12.0
q2770,12.0
q2771,145.0
q2772,145.0
q2773,145.0
q2774,201.0
q2775,12.0
q2776,145.0
q2777,12.0
q2778,149.0
q2784,6.0
q2786,153.0
q2787,34.0
q2791,46.0
q2792,81.0
q2793,237.0
q2799,153.0
q2801,86.0
q2805,59.0
q2809,81.0
q2810,66.0
q2811,110.0
q2812,140.0
q2813,46.0
q2816,86.0
q2817,12.0
q2820,34.0
q2824,207.0
q2828,137.0
q2829,153.0
q2830,86.0
q2833,12.0
q2836,137.0
q2839,172.0
q2840,172.0
q2841,12.0
q2842,149.0
q2843,172.0
q2844,129.0
q2845,12.0
q2846,86.0
q2848,207.0
q2849,6.0
q2850,237.0
q2851,86.0
q2852,12.0
q2853,129.0
q2854,12.0
q2856,12.0
q2858,185.0
q2859,129.0
q2860,86.0
q2861,207.0
q2863,12.0
q2864,12.0
q2865,207.0
q2867,93.0
q2868,171.0
q2869,113.0
q2872,129.0
q2875,237.0
q2876,15.0
q2877,81.0
q2879,1.0
q2880,129.0
q2885,46.0
q2887,75.0
q2889,66.0
q2890,1.0
q2891,113.0
q2893,140.0
q2894,129.0
q2895,237.0
q2896,122.0
q2897,237.0
q2898,207.0
q2900,129.0
q2902,12.0
q2904,76.0
q2905,185.0
q2906,86.0
q2909,36.0
q2910,34.0
q2911,36.0
q2912,36.0
q2913,36.0
q2914,36.0
q2915,36.0
q2916,152.0
q2917,36.0
q2918,36.0
q2919,36.0
q2920,36.0
q2921,36.0
q2922,36.0
q2923,137.0
q2924,168.0
q2925,36.0
q2926,36.0
q2927,36.0
q2928,152.0
q2929,36.0
q2930,36.0
q2931,36.0
q2932,34.0
q2933,36.0
q2934,233.0
q2935,129.0
q2936,66.0
q2937,86.0
q2938,86.0
q2939,237.0
q2941,12.0
q2942,12.0
q2943,12.0
q2948,6.0
q2949,28.0
q2951,153.0
q2953,129.0
q2955,92.0
q2956,122.0
q2957,28.0
q2961,86.0
q2963,86.0
q2965,86.0
q2966,122.0
q2967,86.0
q2968,86.0
q2970,79.0
q2971,12.0
q2972,12.0
q2975,129.0
q2976,122.0
q2977,28.0
q2979,86.0
q2980,46.0
q2981,34.0
q2982,6.0
q2983,12.0
q2985,10.0
q2986,129.0
q2987,12.0
q2989,207.0
q2992,86.0
q2995,93.0
q2997,51.0
q2998,145.0
q2999,51.0
q3000,86.0
q3001,92.0
q3003,92.0
q3004,207.0
q3006,51.0
q3008,15.0
q3013,28.0
q3014,28.0
q3015,46.0
q3016,34.0
q3017,81.0
q3018,137.0
q3019,86.0
q3021,86.0
q3022,46.0
q3026,46.0
q3027,185.0
q3028,22.0
q3030,207.0
q3032,137.0
q3033,129.0
q3034,14.0
q3036,15.0
q3037,153.0
q3038,93.0
q3039,36.0
q3040,8.0
q3041,46.0
q3042,149.0
q3044,12.0
q3045,12.0
q3046,206.0
q3047,137.0
q3048,153.0
q3052,34.0
q3053,46.0
q3054,12.0
q3055,229.0
q3056,21.0
q3058,207.0
q3059,237.0
q3062,237.0
q3063,237.0
q3064,182.0
q3065,237.0
q3066,237.0
q3067,86.0
q3069,12.0
q3070,152.0
q3071,64.0
q3073,86.0
q3074,51.0
q3085,207.0
q3089,114.0
q3091,93.0
q3092,12.0
q3094,207.0
q3096,92.0
q3099,237.0
q3101,237.0
q3103,152.0
q3104,137.0
q3105,152.0
q3109,152.0
q3111,207.0
q3114,36.0
q3117,21.0
q3120,6.0
q3121,6.0
q3123,173.0
q3124,129.0
q3125,12.0
q3126,155.0
q3127,92.0
q3128,28.0
q3129,184.0
q3130,153.0
q3132,50.0
q3135,12.0
q3138,67.0
q3139,97.0
q3143,12.0
q3144,171.0
q3145,34.0
q3146,10.0
q3147,15.0
q3148,152.0
q3149,207.0
q3150,172.0
q3151,34.0
q3152,86.0
q3153,86.0
q3154,234.0
q3155,242.0
q3156,207.0
q3157,207.0
q3159,28.0
q3160,207.0
q3161,63.0
q3162,137.0
q3164,86.0
q3165,86.0
q3166,137.0
q3167,86.0
q3168,86.0
q3169,50.0
q3170,137.0
q3173,86.0
q3174,14.0
q3176,86.0
q3179,46.0
q3180,207.0
q3182,153.0
q3184,129.0
q3187,86.0
q3189,86.0
q3194,86.0
q3196,6.0
q3198,237.0
q3199,237.0
q3202,207.0
q3204,237.0
q3207,86.0
q3209,237.0
q3211,92.0
q3212,207.0
q3214,207.0
q3216,207.0
q3217,92.0
q3218,1.0
q3219,150.0
q3222,86.0
q3225,81.0
q3227,129.0
q3228,32.0
q3229,129.0
q3241,69.0
q3242,46.0
q3243,86.0
q3244,86.0
q3248,129.0
q3249,207.0
q3250,129.0
q3251,207.0
q3253,129.0
q3254,86.0
q3256,207.0
q3257,15.0
q3263,86.0
q3265,185.0
q3266,86.0
q3272,150.0
q3280,51.0
q3281,12.0
q3286,129.0
q3287,185.0
q3289,129.0
q3290,207.0
q3292,12.0
q3294,28.0
q3295,79.0
q3296,137.0
q3297,207.0
q3298,240.0
q3300,206.0
q3301,172.0
q3302,207.0
q3303,137.0
q3305,137.0
q3308,207.0
q3309,137.0
q3312,46.0
q3313,12.0
q3315,153.0
q3316,86.0
q3320,86.0
q3321,144.0
q3322,12.0
q3324,15.0
q3328,46.0
q3332,46.0
q3333,150.0
q3335,153.0
q3336,12.0
q3337,1.0
q3339,15.0
q3340,86.0
q3341,207.0
q3342,86.0
q3344,86.0
q3345,15.0
q3346,59.0
q3347,86.0
q3349,12.0
q3350,46.0
q3353,137.0
q3354,12.0
q3355,46.0
q3356,86.0
q3357,15.0
q3358,12.0
q3359,50.0
q3361,12.0
q3366,137.0
q3367,207.0
q3369,6.0
q3372,152.0
q3373,46.0
q3374,15.0
q3375,49.0
q3378,150.0
q3380,207.0
q3381,12.0
q3383,152.0
q3384,12.0
q3385,229.0
q3386,150.0
q3387,12.0
q3388,12.0
q3389,172.0
q3390,229.0
q3391,153.0
q3392,34.0
q3395,122.0
q3404,34.0
q3411,153.0
q3414,12.0
q3415,142.0
q3416,12.0
q3417,137.0
q3418,6.0
q3419,86.0
q3422,242.0
q3423,242.0
q3425,137.0
q3426,12.0
q3427,50.0
q3429,5.0
q3430,86.0
q3431,93.0
q3432,12.0
q3433,86.0
q3434,5.0
q3435,129.0
q3437,86.0
q3438,207.0
q3439,86.0
q3441,59.0
q3442,207.0
q3443,150.0
q3446,110.0
q3448,110.0
q3449,110.0
q3450,86.0
q3451,110.0
q3454,76.0
q3458,207.0
q3460,207.0
q3462,207.0
q3464,207.0
q3467,207.0
q3468,92.0
q3469,140.0
q3471,187.0
q3475,237.0
q3476,237.0
q3477,237.0
q3478,237.0
q3479,237.0
