,constructs
q595,10.0
q597,10.0
q598,113.0
q600,36.0
q604,86.0
q606,10.0
q607,12.0
q608,6.0
q613,69.0
q614,132.0
q616,152.0
q618,149.0
q619,28.0
q620,150.0
q621,137.0
q622,49.0
q623,171.0
q624,28.0
q625,28.0
q626,152.0
q627,28.0
q628,150.0
q629,137.0
q631,198.0
q632,150.0
q633,28.0
q634,145.0
q635,143.0
q636,152.0
q637,172.0
q638,86.0
q639,86.0
q640,150.0
q641,137.0
q642,86.0
q643,150.0
q644,152.0
q645,12.0
q646,12.0
q647,227.0
q648,86.0
q649,153.0
q650,153.0
q651,132.0
q652,154.0
q658,182.0
q660,132.0
q662,50.0
q663,19.0
q667,35.0
q668,67.0
q669,155.0
q670,129.0
q671,113.0
q673,34.0
q674,29.0
q676,12.0
q678,34.0
q679,134.0
q681,92.0
q683,92.0
q685,34.0
q687,195.0
q689,93.0
q690,34.0
q692,44.0
q696,46.0
q697,227.0
q698,160.0
q699,66.0
q700,86.0
q701,227.0
q702,86.0
q707,5.0
q711,137.0
q713,34.0
q715,86.0
q716,86.0
q717,86.0
q722,103.0
q724,68.0
q725,92.0
q726,86.0
q734,1.0
q738,86.0
q739,93.0
q749,12.0
q752,86.0
q757,92.0
q758,86.0
q759,86.0
q761,103.0
q762,160.0
q764,129.0
q766,207.0
q776,30.0
q778,129.0
q781,86.0
q784,34.0
q786,159.0
q787,160.0
q789,93.0
q790,129.0
q791,93.0
q792,160.0
q794,115.0
q795,21.0
q797,167.0
q801,12.0
q802,58.0
q804,86.0
q805,113.0
q806,173.0
q807,169.0
q809,155.0
q810,173.0
q811,171.0
q812,172.0
q813,172.0
q814,171.0
q815,169.0
q816,173.0
q817,134.0
q818,31.0
q819,129.0
q823,50.0
q824,137.0
q825,204.0
q827,5.0
q830,75.0
q831,38.0
q834,102.0
q838,22.0
q839,113.0
q840,44.0
q845,185.0
q846,185.0
q849,195.0
q850,19.0
q852,51.0
q853,93.0
q858,152.0
q860,2.0
q861,22.0
q867,86.0
q868,12.0
q870,5.0
q871,12.0
q872,22.0
q877,19.0
q878,152.0
q879,51.0
q880,22.0
q886,53.0
q890,26.0
q892,140.0
q894,28.0
q897,12.0
q900,86.0
q909,5.0
q911,79.0
q912,47.0
q913,12.0
q914,117.0
q917,59.0
q920,129.0
q924,134.0
q926,68.0
q930,140.0
q937,28.0
q938,68.0
q940,26.0
q943,50.0
q948,93.0
q952,12.0
q953,160.0
q954,137.0
q955,149.0
q956,137.0
q957,149.0
q958,171.0
q960,49.0
q961,153.0
q962,50.0
q963,185.0
q965,26.0
q967,32.0
q968,155.0
q969,149.0
q971,56.0
q972,60.0
q974,49.0
q975,5.0
q976,173.0
q977,145.0
q978,86.0
q979,169.0
q980,207.0
q981,10.0
q982,67.0
q983,66.0
q985,67.0
q988,185.0
q989,85.0
q990,12.0
q991,12.0
q993,12.0
q994,12.0
q995,12.0
q996,12.0
q997,76.0
q998,145.0
q1000,5.0
q1001,171.0
q1002,110.0
q1007,92.0
q1010,65.0
q1013,12.0
q1014,229.0
q1015,85.0
q1016,138.0
q1018,140.0
q1020,152.0
q1021,171.0
q1022,195.0
q1026,148.0
q1028,137.0
q1030,12.0
q1033,93.0
q1034,12.0
q1037,12.0
q1038,85.0
q1039,129.0
q1040,174.0
q1041,171.0
q1042,80.0
q1043,215.0
q1044,50.0
q1047,50.0
q1048,8.0
q1052,97.0
q1053,85.0
q1054,85.0
q1055,110.0
q1057,85.0
q1058,85.0
q1060,51.0
q1065,92.0
q1068,150.0
q1069,234.0
q1070,10.0
q1072,229.0
q1073,153.0
q1074,198.0
q1076,151.0
q1077,198.0
q1078,34.0
q1080,26.0
q1082,34.0
q1083,145.0
q1084,78.0
q1085,58.0
q1086,86.0
q1087,28.0
q1088,227.0
q1089,81.0
q1090,86.0
q1092,85.0
q1094,36.0
q1095,64.0
q1096,64.0
q1097,206.0
q1098,93.0
q1099,129.0
q1100,102.0
q1102,140.0
q1103,28.0
q1106,86.0
q1107,66.0
q1109,28.0
q1112,36.0
q1113,36.0
q1114,6.0
q1115,68.0
q1116,1.0
q1118,5.0
q1121,35.0
q1122,10.0
q1125,10.0
q1126,6.0
q1128,5.0
q1129,86.0
q1131,6.0
q1132,207.0
q1134,34.0
q1136,5.0
q1139,34.0
q1140,6.0
q1142,144.0
q1143,92.0
q1144,92.0
q1145,12.0
q1146,155.0
q1147,110.0
q1148,110.0
q1151,110.0
q1152,110.0
q1153,92.0
q1155,5.0
q1156,195.0
q1157,34.0
q1160,90.0
q1161,86.0
q1163,81.0
q1164,93.0
q1166,93.0
q1167,198.0
q1168,12.0
q1169,81.0
q1171,5.0
q1172,6.0
q1173,57.0
q1175,5.0
q1176,21.0
q1178,15.0
q1179,12.0
q1181,27.0
q1182,92.0
q1183,136.0
q1185,50.0
q1187,12.0
q1188,36.0
q1192,207.0
q1195,75.0
q1197,5.0
q1198,12.0
q1199,93.0
q1200,12.0
q1201,81.0
q1204,206.0
q1205,46.0
q1207,93.0
q1208,68.0
q1212,28.0
q1214,92.0
q1215,155.0
q1216,59.0
q1217,28.0
q1218,117.0
q1221,46.0
q1222,93.0
q1223,86.0
q1224,58.0
q1228,99.0
q1230,140.0
q1232,145.0
q1234,153.0
q1235,81.0
q1238,86.0
q1240,34.0
q1241,92.0
q1242,92.0
q1243,185.0
q1244,5.0
q1245,6.0
q1247,93.0
q1250,22.0
q1251,58.0
q1252,47.0
q1255,22.0
q1256,34.0
q1257,155.0
q1261,37.0
q1262,59.0
q1263,117.0
q1264,117.0
q1265,29.0
q1266,29.0
q1267,68.0
q1269,173.0
q1270,81.0
q1271,207.0
q1272,64.0
q1275,92.0
q1278,1.0
q1280,137.0
q1281,1.0
q1282,113.0
q1283,152.0
q1289,1.0
q1291,138.0
q1292,153.0
q1293,53.0
q1294,190.0
q1296,168.0
q1299,26.0
q1300,12.0
q1301,67.0
q1302,28.0
q1303,66.0
q1305,84.0
q1310,12.0
q1313,10.0
q1314,6.0
q1315,12.0
q1316,217.0
q1319,92.0
q1320,110.0
q1322,151.0
q1323,144.0
q1324,34.0
q1329,34.0
q1330,206.0
q1331,154.0
q1332,154.0
q1334,69.0
q1337,207.0
q1339,66.0
q1343,74.0
q1345,1.0
q1347,36.0
q1350,37.0
q1351,46.0
q1352,84.0
q1356,28.0
q1357,86.0
q1358,81.0
q1359,46.0
q1360,92.0
q1361,81.0
q1362,237.0
q1363,51.0
q1364,15.0
q1365,81.0
q1370,34.0
q1372,46.0
q1374,195.0
q1375,201.0
q1376,81.0
q1378,12.0
q1382,201.0
q1384,181.0
q1385,5.0
q1392,64.0
q1393,93.0
q1395,66.0
q1398,59.0
q1399,93.0
q1404,51.0
q1405,12.0
q1408,46.0
q1410,15.0
q1412,36.0
q1413,132.0
q1414,153.0
q1417,29.0
q1418,92.0
q1419,12.0
q1420,198.0
q1422,5.0
q1423,85.0
q1426,129.0
q1428,22.0
q1431,93.0
q1434,113.0
q1438,129.0
q1440,150.0
q1441,227.0
q1443,195.0
q1444,227.0
q1445,58.0
q1446,185.0
q1447,46.0
q1448,215.0
q1449,2.0
q1451,93.0
q1454,129.0
q1457,149.0
q1458,58.0
q1466,81.0
q1467,207.0
q1468,1.0
q1471,81.0
q1472,92.0
q1473,86.0
q1477,129.0
q1478,129.0
q1481,113.0
q1483,207.0
q1489,129.0
q1494,136.0
q1498,86.0
q1499,207.0
q1501,93.0
q1502,1.0
q1505,129.0
q1507,207.0
q1511,12.0
q1514,21.0
q1515,27.0
q1516,58.0
q1517,19.0
q1523,131.0
q1524,113.0
q1529,129.0
q1530,129.0
q1534,34.0
q1536,129.0
q1537,58.0
q1541,215.0
q1553,129.0
q1555,207.0
q1557,67.0
q1566,124.0
q1570,32.0
q1571,129.0
q1574,19.0
q1576,129.0
q1579,92.0
q1580,8.0
q1587,207.0
q1588,207.0
q1591,93.0
q1595,129.0
q1597,155.0
q1599,5.0
q1601,19.0
q1605,5.0
q1608,207.0
q1610,129.0
q1611,19.0
q1612,58.0
q1613,22.0
q1615,207.0
q1616,207.0
q1617,129.0
q1618,129.0
q1619,5.0
q1620,68.0
q1622,1.0
q1624,85.0
q1625,58.0
q1627,182.0
q1628,78.0
q1629,20.0
q1631,86.0
q1632,68.0
q1634,117.0
q1635,5.0
q1636,86.0
q1637,5.0
q1638,81.0
q1642,207.0
q1644,21.0
q1650,1.0
q1652,81.0
q1655,86.0
q1661,51.0
q1664,86.0
q1669,207.0
q1670,207.0
q1674,1.0
q1678,185.0
q1681,93.0
q1682,6.0
q1683,6.0
q1684,5.0
q1685,67.0
q1686,6.0
q1689,6.0
q1693,67.0
q1694,134.0
q1695,6.0
q1696,10.0
q1699,207.0
q1703,12.0
q1704,207.0
q1705,207.0
q1706,207.0
q1707,207.0
q1708,207.0
q1709,207.0
q1711,207.0
q1712,207.0
q1713,207.0
q1716,129.0
q1717,6.0
q1720,74.0
q1721,215.0
q1727,167.0
q1728,167.0
q1729,171.0
q1730,34.0
q1734,129.0
q1737,56.0
q1738,86.0
q1742,215.0
q1744,81.0
q1745,81.0
q1746,112.0
q1749,112.0
q1752,182.0
q1753,92.0
q1754,1.0
q1755,84.0
q1756,51.0
q1757,31.0
q1758,132.0
q1759,46.0
q1760,5.0
q1761,74.0
q1762,206.0
q1763,75.0
q1764,150.0
q1766,12.0
q1768,75.0
q1769,1.0
q1770,63.0
q1772,31.0
q1773,32.0
q1775,75.0
q1776,75.0
q1777,207.0
q1780,73.0
q1781,207.0
q1782,32.0
q1785,113.0
q1788,32.0
q1789,207.0
q1790,5.0
q1791,75.0
q1796,185.0
q1800,153.0
q1802,129.0
q1803,19.0
q1806,93.0
q1807,188.0
q1814,86.0
q1815,110.0
q1816,204.0
q1823,80.0
q1825,141.0
q1827,154.0
q1828,242.0
q1830,5.0
q1831,36.0
q1832,15.0
q1835,150.0
q1841,227.0
q1843,1.0
q1844,34.0
q1845,74.0
q1846,154.0
q1847,140.0
q1848,129.0
q1849,207.0
q1850,132.0
q1851,207.0
q1852,207.0
q1854,207.0
q1856,207.0
q1858,207.0
q1859,215.0
q1860,207.0
q1862,6.0
q1863,6.0
q1864,207.0
q1866,86.0
q1869,28.0
q1872,92.0
q1875,51.0
q1882,129.0
q1884,207.0
q1887,152.0
q1888,15.0
q1891,92.0
q1893,15.0
q1894,129.0
q1895,65.0
q1896,152.0
q1897,86.0
q1901,198.0
q1902,68.0
q1903,152.0
q1905,31.0
q1906,31.0
q1907,152.0
q1908,152.0
q1909,53.0
q1910,53.0
q1912,86.0
q1913,86.0
q1917,84.0
q1918,12.0
q1921,58.0
q1922,10.0
q1926,93.0
q1927,153.0
q1928,12.0
q1930,86.0
q1949,65.0
q1953,207.0
q1955,58.0
q1957,207.0
q1959,97.0
q1964,207.0
q1971,129.0
q1972,182.0
q1975,195.0
q1978,113.0
q1981,59.0
q1982,19.0
q1983,12.0
q1985,5.0
q1986,117.0
q1987,195.0
q1988,117.0
q1989,185.0
q1991,31.0
q1995,12.0
q1997,8.0
q1998,6.0
q2005,37.0
q2006,29.0
q2008,32.0
q2021,136.0
q2027,207.0
q2028,207.0
q2041,86.0
q2045,195.0
q2051,27.0
q2052,12.0
q2053,101.0
q2061,49.0
q2069,10.0
q2070,34.0
q2072,102.0
q2082,22.0
q2085,12.0
q2086,160.0
q2089,140.0
q2091,12.0
q2095,5.0
q2104,22.0
q2105,86.0
q2111,36.0
q2112,36.0
q2113,12.0
q2119,31.0
q2121,207.0
q2123,34.0
q2133,26.0
q2137,51.0
q2139,44.0
q2142,215.0
q2146,53.0
q2150,6.0
q2158,51.0
q2159,207.0
q2164,32.0
q2166,215.0
q2171,233.0
q2173,207.0
q2176,12.0
q2179,137.0
q2180,137.0
q2181,8.0
q2183,1.0
q2184,68.0
q2185,1.0
q2189,81.0
q2191,215.0
q2192,222.0
q2194,215.0
q2195,129.0
q2198,129.0
q2199,86.0
q2202,114.0
q2203,137.0
q2205,110.0
q2206,137.0
q2207,1.0
q2208,51.0
q2209,8.0
q2213,51.0
q2214,86.0
q2215,155.0
q2216,15.0
q2217,92.0
q2218,155.0
q2220,10.0
q2221,22.0
q2223,65.0
q2224,233.0
q2226,153.0
q2227,153.0
q2228,12.0
q2229,92.0
q2231,6.0
q2232,153.0
q2233,14.0
q2235,113.0
q2236,34.0
q2239,155.0
q2240,92.0
q2241,134.0
q2242,15.0
q2243,66.0
q2245,151.0
q2248,37.0
q2252,21.0
q2255,67.0
q2256,66.0
q2257,81.0
q2258,153.0
q2259,6.0
q2261,153.0
q2262,65.0
q2263,86.0
q2264,137.0
q2267,12.0
q2270,43.0
q2272,31.0
q2273,6.0
q2276,50.0
q2277,152.0
q2279,58.0
q2280,122.0
q2281,68.0
q2284,63.0
q2286,5.0
q2289,92.0
q2298,34.0
q2299,68.0
q2300,56.0
q2301,12.0
q2302,34.0
q2304,110.0
q2307,137.0
q2309,68.0
q2312,68.0
q2315,44.0
q2317,86.0
q2319,86.0
q2321,15.0
q2322,15.0
q2324,15.0
q2325,15.0
q2326,15.0
q2327,15.0
q2328,160.0
q2329,86.0
q2330,185.0
q2332,185.0
q2333,201.0
q2334,12.0
q2335,6.0
q2336,187.0
q2337,5.0
q2338,6.0
q2339,227.0
q2340,1.0
q2341,207.0
q2342,86.0
q2343,73.0
q2344,204.0
q2345,140.0
q2347,21.0
q2348,1.0
q2350,73.0
q2351,73.0
q2354,129.0
q2355,1.0
q2357,73.0
q2358,21.0
q2359,15.0
q2360,97.0
q2364,32.0
q2366,8.0
q2367,46.0
q2368,53.0
q2376,34.0
q2377,86.0
q2384,206.0
q2385,67.0
q2387,46.0
q2391,46.0
q2393,15.0
q2396,99.0
q2397,66.0
q2399,137.0
q2400,92.0
q2401,67.0
q2403,12.0
q2404,81.0
q2409,46.0
q2410,137.0
q2413,184.0
q2415,67.0
q2416,66.0
q2420,81.0
q2423,51.0
q2425,15.0
q2427,64.0
q2428,64.0
q2429,86.0
q2431,153.0
q2432,81.0
q2434,36.0
q2436,64.0
q2438,46.0
q2439,12.0
q2441,93.0
q2442,81.0
q2443,84.0
q2446,53.0
q2447,53.0
q2448,86.0
q2450,66.0
q2451,12.0
q2452,67.0
q2453,8.0
q2455,51.0
q2457,227.0
q2458,12.0
q2461,51.0
q2463,113.0
q2464,34.0
q2465,113.0
q2466,34.0
q2468,237.0
q2469,206.0
q2470,206.0
q2474,12.0
q2478,22.0
q2479,153.0
q2481,129.0
q2482,129.0
q2483,111.0
q2484,51.0
q2486,69.0
q2487,12.0
q2488,22.0
q2491,36.0
q2492,152.0
q2493,229.0
q2494,113.0
q2495,14.0
q2496,86.0
q2497,34.0
q2499,84.0
q2500,46.0
q2502,93.0
q2504,227.0
q2506,227.0
q2507,46.0
q2508,32.0
q2509,151.0
q2510,132.0
q2511,22.0
q2512,155.0
q2513,84.0
q2514,67.0
q2517,132.0
q2518,81.0
q2520,58.0
q2521,86.0
q2522,81.0
q2523,12.0
q2524,114.0
q2529,140.0
q2530,93.0
q2531,137.0
q2533,36.0
q2534,73.0
q2536,131.0
q2538,46.0
q2539,66.0
q2542,12.0
q2545,93.0
q2546,12.0
q2547,233.0
q2548,234.0
q2550,136.0
q2551,50.0
q2552,15.0
q2553,76.0
q2554,67.0
q2557,12.0
q2558,29.0
q2559,10.0
q2560,6.0
q2563,29.0
q2564,185.0
q2566,86.0
q2567,97.0
q2569,84.0
q2571,81.0
q2573,86.0
q2574,185.0
q2575,15.0
q2581,97.0
q2583,137.0
q2584,137.0
q2585,28.0
q2586,86.0
q2588,6.0
q2590,10.0
q2592,12.0
q2593,29.0
q2594,153.0
q2598,5.0
q2599,6.0
q2600,46.0
q2601,46.0
q2602,46.0
q2606,207.0
q2607,207.0
q2608,21.0
q2610,153.0
q2612,86.0
q2615,12.0
q2617,5.0
q2618,69.0
q2620,86.0
q2621,46.0
q2622,110.0
q2623,110.0
q2624,34.0
q2625,67.0
q2628,66.0
q2629,6.0
q2631,167.0
q2632,152.0
q2633,1.0
q2636,22.0
q2637,22.0
q2641,1.0
q2642,153.0
q2643,153.0
q2644,76.0
q2647,113.0
q2650,68.0
q2651,172.0
q2655,49.0
q2669,140.0
q2673,129.0
q2675,129.0
q2679,74.0
q2681,129.0
q2685,19.0
q2687,207.0
q2688,74.0
q2693,74.0
q2698,113.0
q2701,12.0
q2704,6.0
q2706,137.0
q2711,207.0
q2713,113.0
q2719,19.0
q2721,59.0
q2722,5.0
q2725,66.0
q2727,86.0
q2729,173.0
q2730,86.0
q2731,92.0
q2733,76.0
q2734,167.0
q2736,12.0
q2737,12.0
q2738,19.0
q2739,137.0
q2741,198.0
q2742,229.0
q2743,113.0
q2744,85.0
q2745,153.0
q2746,155.0
q2748,6.0
q2751,86.0
q2753,187.0
q2756,12.0
q2757,153.0
q2759,153.0
q2760,153.0
q2761,153.0
q2762,132.0
q2763,171.0
q2764,86.0
q2765,12.0
q2767,12.0
q2768,201.0
q2769,201.0
q2770,206.0
q2771,145.0
q2772,12.0
q2773,167.0
q2774,167.0
q2775,201.0
q2776,201.0
q2777,227.0
q2778,149.0
q2784,5.0
q2786,6.0
q2787,34.0
q2791,46.0
q2792,81.0
q2793,46.0
q2799,46.0
q2801,86.0
q2805,181.0
q2809,143.0
q2810,66.0
q2811,66.0
q2812,140.0
q2813,46.0
q2816,73.0
q2817,81.0
q2820,207.0
q2824,68.0
q2828,46.0
q2829,153.0
q2830,137.0
q2833,12.0
q2836,137.0
q2839,173.0
q2840,153.0
q2841,206.0
q2842,149.0
q2843,167.0
q2844,5.0
q2845,12.0
q2846,12.0
q2848,5.0
q2849,46.0
q2850,12.0
q2851,97.0
q2852,233.0
q2853,110.0
q2854,223.0
q2856,5.0
q2858,185.0
q2859,185.0
q2860,185.0
q2861,5.0
q2863,185.0
q2864,12.0
q2865,5.0
q2867,131.0
q2868,171.0
q2869,113.0
q2872,72.0
q2875,78.0
q2876,15.0
q2877,81.0
q2879,78.0
q2880,129.0
q2885,32.0
q2887,75.0
q2889,66.0
q2890,19.0
q2891,113.0
q2893,10.0
q2894,86.0
q2895,112.0
q2896,22.0
q2897,195.0
q2898,113.0
q2900,19.0
q2902,113.0
q2904,185.0
q2905,53.0
q2906,76.0
q2909,168.0
q2910,34.0
q2911,169.0
q2912,168.0
q2913,36.0
q2914,155.0
q2915,155.0
q2916,168.0
q2917,36.0
q2918,237.0
q2919,168.0
q2920,227.0
q2921,168.0
q2922,36.0
q2923,224.0
q2924,168.0
q2925,206.0
q2926,229.0
q2927,173.0
q2928,233.0
q2929,185.0
q2930,168.0
q2931,234.0
q2932,34.0
q2933,227.0
q2934,173.0
q2935,185.0
q2936,107.0
q2937,137.0
q2938,138.0
q2939,237.0
q2941,187.0
q2942,12.0
q2943,10.0
q2948,12.0
q2949,19.0
q2951,19.0
q2953,22.0
q2955,207.0
q2956,150.0
q2957,12.0
q2961,138.0
q2963,138.0
q2965,58.0
q2966,113.0
q2967,110.0
q2968,21.0
q2970,1.0
q2971,187.0
q2972,6.0
q2975,120.0
q2976,15.0
q2977,12.0
q2979,86.0
q2980,10.0
q2981,162.0
q2982,46.0
q2983,12.0
q2985,222.0
q2986,37.0
q2987,12.0
q2989,68.0
q2992,8.0
q2995,93.0
q2997,129.0
q2998,28.0
q2999,195.0
q3000,86.0
q3001,92.0
q3003,173.0
q3004,207.0
q3006,67.0
q3008,15.0
q3013,28.0
q3014,84.0
q3015,46.0
q3016,66.0
q3017,181.0
q3018,137.0
q3019,137.0
q3021,86.0
q3022,81.0
q3026,19.0
q3027,207.0
q3028,65.0
q3030,78.0
q3032,78.0
q3033,19.0
q3034,72.0
q3036,15.0
q3037,85.0
q3038,93.0
q3039,93.0
q3040,134.0
q3041,72.0
q3042,12.0
q3044,93.0
q3045,44.0
q3046,233.0
q3047,137.0
q3048,86.0
q3052,6.0
q3053,207.0
q3054,173.0
q3055,229.0
q3056,92.0
q3058,14.0
q3059,152.0
q3062,19.0
q3063,50.0
q3064,32.0
q3065,58.0
q3066,129.0
q3067,233.0
q3069,12.0
q3070,152.0
q3071,152.0
q3073,1.0
q3074,12.0
q3085,207.0
q3089,114.0
q3091,93.0
q3092,130.0
q3094,207.0
q3096,68.0
q3099,15.0
q3101,237.0
q3103,152.0
q3104,222.0
q3105,200.0
q3109,81.0
q3111,26.0
q3114,36.0
q3117,153.0
q3120,153.0
q3121,12.0
q3123,173.0
q3124,141.0
q3125,173.0
q3126,155.0
q3127,155.0
q3128,6.0
q3129,10.0
q3130,86.0
q3132,50.0
q3135,81.0
q3138,60.0
q3139,6.0
q3143,6.0
q3144,141.0
q3145,58.0
q3146,5.0
q3147,85.0
q3148,36.0
q3149,152.0
q3150,126.0
q3151,63.0
q3152,85.0
q3153,59.0
q3154,229.0
q3155,151.0
q3156,8.0
q3157,182.0
q3159,242.0
q3160,32.0
q3161,63.0
q3162,129.0
q3164,21.0
q3165,51.0
q3166,153.0
q3167,86.0
q3168,86.0
q3169,8.0
q3170,6.0
q3173,1.0
q3174,185.0
q3176,8.0
q3179,10.0
q3180,207.0
q3182,46.0
q3184,53.0
q3187,50.0
q3189,58.0
q3194,137.0
q3196,66.0
q3198,152.0
q3199,19.0
q3202,5.0
q3204,66.0
q3207,132.0
q3209,152.0
q3211,129.0
q3212,76.0
q3214,86.0
q3216,26.0
q3217,92.0
q3218,134.0
q3219,150.0
q3222,46.0
q3225,158.0
q3227,32.0
q3228,22.0
q3229,129.0
q3241,66.0
q3242,12.0
q3243,86.0
q3244,144.0
q3248,113.0
q3249,93.0
q3250,22.0
q3251,66.0
q3253,66.0
q3254,92.0
q3256,12.0
q3257,113.0
q3263,137.0
q3265,185.0
q3266,22.0
q3272,49.0
q3280,92.0
q3281,52.0
q3286,92.0
q3287,29.0
q3289,215.0
q3290,129.0
q3292,12.0
q3294,28.0
q3295,3.0
q3296,227.0
q3297,240.0
q3298,240.0
q3300,206.0
q3301,172.0
q3302,28.0
q3303,21.0
q3305,21.0
q3308,1.0
q3309,1.0
q3312,46.0
q3313,12.0
q3315,1.0
q3316,134.0
q3320,10.0
q3321,137.0
q3322,12.0
q3324,15.0
q3328,10.0
q3332,5.0
q3333,66.0
q3335,6.0
q3336,60.0
q3337,1.0
q3339,15.0
q3340,86.0
q3341,66.0
q3342,86.0
q3344,86.0
q3345,15.0
q3346,86.0
q3347,86.0
q3349,197.0
q3350,86.0
q3353,63.0
q3354,66.0
q3355,132.0
q3356,85.0
q3357,15.0
q3358,207.0
q3359,1.0
q3361,153.0
q3366,66.0
q3367,32.0
q3369,141.0
q3372,152.0
q3373,100.0
q3374,15.0
q3375,44.0
q3378,150.0
q3380,155.0
q3381,60.0
q3383,152.0
q3384,229.0
q3385,229.0
q3386,198.0
q3387,229.0
q3388,187.0
q3389,229.0
q3390,229.0
q3391,240.0
q3392,81.0
q3395,15.0
q3404,81.0
q3411,86.0
q3414,142.0
q3415,142.0
q3416,93.0
q3417,137.0
q3418,69.0
q3419,86.0
q3422,242.0
q3423,198.0
q3425,85.0
q3426,85.0
q3427,85.0
q3429,66.0
q3430,67.0
q3431,93.0
q3432,12.0
q3433,86.0
q3434,110.0
q3435,122.0
q3437,85.0
q3438,21.0
q3439,86.0
q3441,12.0
q3442,97.0
q3443,36.0
q3446,29.0
q3448,63.0
q3449,110.0
q3450,50.0
q3451,66.0
q3454,185.0
q3458,207.0
q3460,19.0
q3462,129.0
q3464,207.0
q3467,207.0
q3468,191.0
q3469,191.0
q3471,153.0
q3475,237.0
q3476,237.0
q3477,237.0
q3478,237.0
q3479,237.0
